game_id,minute,player,team1score,team2score
218,68,Iriarte,3,2
218,89,Castro,4,2
219,43,Altobelli,0,1
219,85,Sirakov,1,1
220,62,SÃ³crates,0,1
221,79,Papin,0,1
222,6,Valdano,1,0
222,18,Ruggeri,2,0
222,46,Valdano,3,0
222,73,Park Chang-sun,3,1
223,2,Yakovenko,1,0
223,4,Alejnikov,2,0
223,24,Belanov [p.],3,0
223,66,Yaremchuk,4,0
223,73,Dajka [o.g.],5,0
223,80,Rodionov,6,0
225,23,Quirarte,0,1
225,39,Hugo SÃ¡nchez,0,2
225,45,Vandenbergh,1,2
226,6,Whiteside,0,1
226,59,Zidane,1,1
227,76,Carlos Manuel,1,0
228,35,Romerito,1,0
229,4,Alzamendi,1,0
229,84,Allofs,1,1
230,57,ElkjÃ¦r Larsen,0,1
231,6,Altobelli [p.],1,0
231,34,Maradona,1,1
232,53,Rats,0,1
232,60,FernÃ¡ndez,1,1
233,11,Getov,0,1
233,70,Kim Jong-boo,1,1
234,2,EsterhÃ¡zy,1,0
234,75,DÃ©tÃ¡ri,2,0
235,66,Careca,1,0
237,3,Flores,1,0
237,85,Romerito,1,1
238,2,ButragueÃ±o,0,1
238,18,Julio Salinas,0,2
238,47,Clarke,1,2
239,68,Smolarek,1,0
240,16,Scifo,0,1
240,21,Claesen [p.],0,2
240,59,Radhi,1,2
241,18,Strachan,0,1
241,23,VÃ¶ller,1,1
241,49,Allofs,2,1
242,11,ElkjÃ¦r Larsen,1,0
242,41,Lerby,2,0
242,45+,Francescoli [p.],2,1
242,52,Laudrup,3,1
242,67,ElkjÃ¦r Larsen,4,1
242,80,ElkjÃ¦r Larsen,5,1
242,88,J. Olsen,6,1
243,29,Stopyra,0,1
243,62,Tigana,0,2
243,84,Rocheteau,0,3
244,58,Blokhin,1,0
244,74,Zavarov,2,0
245,18,Altobelli,0,1
245,62,Choi Soon-ho,1,1
245,73,Altobelli,1,2
245,82,Cho Kwang-rae [o.g.],1,3
245,89,Huh Jung-moo,2,3
246,3,Valdano,1,0
246,76,Burruchaga,2,0
247,30,Vercauteren,0,1
247,50,CabaÃ±as,1,1
247,59,Veyt,1,2
247,76,CabaÃ±as,2,2
248,54,Quirarte,0,1
249,9,Lineker,1,0
249,14,Lineker,2,0
249,34,Lineker,3,0
250,19,KhaÃ¯ri,0,1
250,26,KhaÃ¯ri,0,2
250,62,Krimau,0,3
250,80,Diamantino,1,3
251,15,Careca,0,1
251,42,Josimar,0,2
251,87,Careca,0,3
252,15,CalderÃ©,0,1
252,68,CalderÃ©,0,2
252,70,Eloy,0,3
253,43,J. Olsen [p.],1,0
253,62,Eriksen,2,0
255,34,Negrete,1,0
255,61,ServÃ­n,2,0
256,27,Belanov,1,0
256,54,Scifo,1,1
256,69,Belanov,2,1
256,77,Ceulemans,2,2
256,102,Demol,2,3
256,108,Claesen,2,4
256,111,Belanov [p.],3,4
257,30,SÃ³crates [p.],1,0
257,55,Josimar,2,0
257,79,Edinho,3,0
257,83,Careca [p.],4,0
258,42,Pasculli,1,0
259,15,Platini,0,1
259,57,Stopyra,0,2
260,87,MatthÃ¤us,0,1
261,32,Lineker,1,0
261,56,Beardsley,2,0
261,72,Lineker,3,0
262,33,J. Olsen [p.],1,0
262,43,ButragueÃ±o,1,1
262,57,ButragueÃ±o,1,2
262,68,Goicoechea [p.],1,3
262,80,ButragueÃ±o,1,4
262,89,ButragueÃ±o [p.],1,5
263,17,Careca,1,0
263,41,Platini,1,1
265,51,Maradona,1,0
265,54,Maradona,2,0
265,80,Lineker,2,1
266,35,Ceulemans,0,1
266,85,SeÃ±or,1,1
267,9,Brehme,0,1
267,90+,VÃ¶ller,0,2
268,51,Maradona,1,0
268,63,Maradona,2,0
269,11,Ceulemans,0,1
269,27,Ferreri,1,1
269,43,Papin,2,1
269,73,Claesen,2,2
269,104,Genghini,3,2
269,111,AmorÃ³s [p.],4,2
270,23,Brown,1,0
270,56,Valdano,2,0
270,74,Rummenigge,2,1
270,81,VÃ¶ller,2,2
270,84,Burruchaga,3,2
271,29,Gauchel,0,1
271,43,Abegglen,1,1
272,2,Ferraris,1,0
272,83,Brustad,1,1
272,94,Piola,2,1
273,1,Veinante,1,0
273,11,Nicolas,2,0
273,19,Isemborghs,2,1
273,69,Nicolas,3,1
274,14,Kohut,1,0
274,16,Toldi,2,0
274,25,G. SÃ¡rosi,3,0
274,30,ZsengellÃ©r,4,0
274,67,ZsengellÃ©r,5,0
274,88,G. SÃ¡rosi,6,0
275,35,Bindea,0,1
275,44,Socorro,1,1
275,69,MagriÃ±Ã¡,2,1
275,88,Baratki,2,2
275,103,Socorro,3,2
275,105,Dobai,3,3
276,18,LeÃ´nidas,1,0
276,23,Scherfke [p.],1,1
276,25,Romeu,2,1
276,44,PerÃ¡cio,3,1
276,53,Wilimowski,3,2
276,59,Wilimowski,3,3
276,71,PerÃ¡cio,4,3
276,89,Wilimowski,4,4
276,93,LeÃ´nidas,5,4
276,104,LeÃ´nidas,6,4
276,118,Wilimowski,6,5
277,93,KoÅ¡Å¥Ã¡lek,1,0
277,111,Zeman,2,0
277,118,NejedlÃ½,3,0
278,8,Hahnemann,0,1
278,22,LÃ¶rtscher [o.g.],0,2
278,42,Wallaschek,1,2
278,64,Bickel,2,2
278,75,Abegglen,3,2
278,78,Abegglen,4,2
279,35,Dobai,0,1
279,51,Socorro,1,1
279,57,FernÃ¡ndez,2,1
280,9,Colaussi,1,0
280,10,Heisserer,1,1
280,51,Piola,2,1
280,72,Piola,3,1
281,30,LeÃ´nidas,1,0
281,65,NejedlÃ½ [p.],1,1
282,40,G. SÃ¡rosi,1,0
282,90,ZsengellÃ©r,2,0
283,9,H. Andersson,1,0
283,22,WetterstrÃ¶m,2,0
283,37,WetterstrÃ¶m,3,0
283,44,WetterstrÃ¶m,4,0
283,80,Keller,5,0
283,81,H. Andersson,6,0
283,84,Nyberg,7,0
283,89,H. Andersson,8,0
284,25,KopeckÃ½,0,1
284,57,LeÃ´nidas,1,1
284,62,Roberto,2,1
285,51,Colaussi,1,0
285,60,Meazza [p.],2,0
285,87,Romeu,2,1
286,1,Nyberg,0,1
286,19,Jacobsson [o.g.],1,1
286,37,Titkos,2,1
286,39,ZsengellÃ©r,3,1
286,65,G. SÃ¡rosi,4,1
286,85,ZsengellÃ©r,5,1
287,28,Jonasson,0,1
287,38,Nyberg,0,2
287,44,Romeu,1,2
287,63,LeÃ´nidas,2,2
287,74,LeÃ´nidas,3,2
287,80,PerÃ¡cio,4,2
288,6,Colaussi,1,0
288,8,Titkos,1,1
288,16,Piola,2,1
288,35,Colaussi,3,1
288,70,G. SÃ¡rosi,3,2
288,82,Piola,4,2
289,30,Ademir,1,0
289,65,Jair,2,0
289,71,Baltazar,3,0
289,79,Ademir,4,0
290,39,Mortensen,1,0
290,51,Mannion,2,0
291,17,Pariani,0,1
291,81,Igoa,1,1
291,83,Basora,2,1
291,89,Zarra,3,1
292,7,Carapellese,0,1
292,25,Jeppson,1,1
292,33,Andersson,2,1
292,68,Jeppson,3,1
292,75,Muccinelli,3,2
293,59,MitiÄ,1,0
293,70,TomaÅ¡eviÄ,2,0
293,84,Ognjanov,3,0
294,3,Alfredo,1,0
294,17,Fatton,1,1
294,32,Baltazar,2,1
294,88,Fatton,2,2
295,20,Bobek,1,0
295,23,Å½eljko Äajkovski,2,0
295,51,Å½eljko Äajkovski,3,0
295,81,TomaÅ¡eviÄ,4,0
295,89,Ortiz [p.],4,1
296,17,Basora,1,0
296,30,Zarra,2,0
297,17,Sundqvist,1,0
297,25,PalmÃ©r,2,0
297,34,LÃ³pez,2,1
297,74,LÃ³pez Fretes,2,2
298,38,Gaetjens,1,0
299,4,Ademir,1,0
299,69,Zizinho,2,0
300,48,Zarra,1,0
301,12,Carapellese,1,0
301,62,Pandolfini,2,0
302,14,MÃ­guez,1,0
302,18,Vidal,2,0
302,23,Schiaffino,3,0
302,40,MÃ­guez,4,0
302,51,MÃ­guez,5,0
302,54,Schiaffino,6,0
302,73,J. PÃ©rez,7,0
302,83,Ghiggia,8,0
303,10,Bader,1,0
303,44,Antenen,2,0
303,89,CasarÃ­n,2,1
304,16,Robledo,1,0
304,32,Riera,2,0
304,47,Wallace,2,1
304,48,Maca [p.],2,2
304,54,Cremaschi,3,2
304,60,Prieto,4,2
304,82,Cremaschi,5,2
305,17,Ademir,1,0
305,36,Ademir,2,0
305,39,Chico,3,0
305,52,Ademir,4,0
305,58,Ademir,5,0
305,67,Andersson [p.],5,1
305,85,Maneca,6,1
305,88,Chico,7,1
306,29,Ghiggia,1,0
306,39,Basora,1,1
306,41,Basora,1,2
306,72,Varela,2,2
307,5,PalmÃ©r,0,1
307,39,Ghiggia,1,1
307,40,Sundqvist,1,2
307,77,MÃ­guez,2,2
307,85,MÃ­guez,3,2
308,15,Ademir,1,0
308,21,Jair,2,0
308,31,Chico,3,0
308,55,Chico,4,0
308,57,Ademir,5,0
308,67,Zizinho,6,0
308,71,Igoa,6,1
309,15,Sundqvist,1,0
309,33,Mellberg,2,0
309,80,PalmÃ©r,3,0
309,82,Zarra,3,1
310,47,FriaÃ§a,0,1
310,66,Schiaffino,1,1
310,79,Ghiggia,2,1
311,61,Klinsmann,1,0
312,51,Julio Salinas,1,0
312,55,Goikoetxea,2,0
312,85,Hong Myung-bo,2,1
312,90,Su Jung-won,2,2
313,11,Houghton,0,1
314,15,RÄducioiu,0,1
314,34,Hagi,0,2
314,43,Valencia,1,2
314,89,RÄducioiu,1,3
315,39,Bregy,0,1
315,44,Wynalda,1,1
316,11,Degryse,1,0
317,84,Rekdal,1,0
318,8,Ljung,0,1
318,31,EmbÃ©,1,1
318,47,Omam-Biyik,2,1
318,75,Dahlin,2,2
319,18,Amin,0,1
319,50,Jonk,1,1
319,86,Taument,2,1
320,26,RomÃ¡rio,1,0
320,53,RaÃ­ [p.],2,0
321,2,Batistuta,1,0
321,44,Batistuta,2,0
321,60,Maradona,3,0
321,89,Batistuta [p.],4,0
322,14,Goikoetxea,0,1
322,48,Klinsmann,1,1
323,21,Yekini,1,0
323,43,Amokachi,2,0
323,55,Amuneke,3,0
324,16,Sutter,0,1
324,35,Hagi,1,1
324,52,Chapuisat,1,2
324,65,Knup,1,3
324,72,Knup,1,4
325,35,Escobar [o.g.],1,0
325,52,Stewart,2,0
325,90,Valencia,2,1
326,69,D. Baggio,1,0
328,42,Luis GarcÃ­a,1,0
328,65,Luis GarcÃ­a,2,0
328,84,Aldridge,2,1
329,39,RomÃ¡rio,1,0
329,66,MÃ¡rcio Santos,2,0
329,73,Bebeto,3,0
330,4,Salenko [p.],0,1
330,37,Brolin [p.],1,1
330,59,Dahlin,2,1
330,81,Dahlin,3,1
331,7,Al-Jaber [p.],1,0
331,26,Chaouch,1,1
331,45,Amin,2,1
332,65,Albert,1,0
333,8,Siasia,0,1
333,21,Caniggia,1,1
333,28,Caniggia,2,1
334,5,Stoichkov [p.],1,0
334,55,Stoichkov [p.],2,0
334,65,Lechkov,3,0
334,90,Borimirov,4,0
335,44,Gaviria,0,1
335,90,Lozano,0,2
336,18,Petrescu,0,1
337,19,Guardiola [p.],0,1
337,66,Caminero,0,2
337,67,Erwin SÃ¡nchez,1,2
337,70,Caminero,1,3
338,12,Klinsmann,1,0
338,20,Riedle,2,0
338,37,Klinsmann,3,0
338,52,Hwang Sun-hong,3,1
338,63,Hong Myung-bo,3,2
339,48,Massaro,1,0
339,57,Bernal,1,1
341,15,Salenko,1,0
341,41,Salenko,2,0
341,44,Salenko [p.],3,0
341,46,Milla,3,1
341,72,Salenko,4,1
341,75,Salenko,5,1
341,81,Radchenko,6,1
342,23,K. Andersson,0,1
342,47,RomÃ¡rio,1,1
343,5,Al-Owairan,0,1
344,43,Bergkamp,0,1
344,47,Nader,1,1
344,77,Roy,1,2
345,61,Stoichkov,0,1
345,90,Sirakov,0,2
346,45,Finidi,0,1
346,90+,Amokachi,0,2
347,6,VÃ¶ller,1,0
347,8,GrÃ¼n,1,1
347,11,Klinsmann,2,1
347,40,VÃ¶ller,3,1
347,90,Albert,3,2
348,15,Hierro,1,0
348,74,Luis Enrique,2,0
348,86,BeguiristÃ¡in [p.],3,0
349,6,Dahlin,0,1
349,51,K. Andersson,0,2
349,85,Al-Ghesheyan,1,2
349,88,K. Andersson,1,3
350,11,Dumitrescu,1,0
350,16,Batistuta [p.],1,1
350,18,Dumitrescu,2,1
350,58,Hagi,3,1
350,75,Balbo,3,2
351,11,Bergkamp,1,0
351,41,Jonk,2,0
352,74,Bebeto,1,0
353,25,Amuneke,1,0
353,88,R. Baggio,1,1
353,102,R. Baggio [p.],1,2
354,6,Stoichkov,0,1
354,18,GarcÃ­a Aspe [p.],1,1
355,25,D. Baggio,1,0
355,58,Caminero,1,1
355,87,R. Baggio,2,1
356,53,RomÃ¡rio,0,1
356,63,Bebeto,0,2
356,64,Bergkamp,1,2
356,76,Winter,2,2
356,81,Branco,2,3
357,47,MatthÃ¤us [p.],0,1
357,75,Stoichkov,1,1
357,78,Lechkov,2,1
358,78,Brolin,0,1
358,88,RÄducioiu,1,1
358,101,RÄducioiu,2,1
358,115,K. Andersson,2,2
359,20,R. Baggio,0,1
359,25,R. Baggio,0,2
359,44,Stoichkov [p.],1,2
360,80,RomÃ¡rio,0,1
361,8,Brolin,1,0
361,30,Mild,2,0
361,37,Larsson,3,0
361,40,K. Andersson,4,0
363,4,CÃ©sar Sampaio,1,0
363,38,Collins [p.],1,1
